Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value
Azerbaijan,F,Marital status,Married or living together,... if she argues with him,01/01/2006,5.924525168662979
Azerbaijan,F,Marital status,Never married,... if she argues with him,01/01/2006,4.9598387455107575
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2006,5.157518820272954
Azerbaijan,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2006,6.978538583610429
Azerbaijan,F,Marital status,Never married,... if she goes out without telling him,01/01/2006,5.603570256410664
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2006,6.0166436459989425
Azerbaijan,F,Marital status,Married or living together,... if she neglects the children,01/01/2006,6.2289645397177
Azerbaijan,F,Marital status,Never married,... if she neglects the children,01/01/2006,5.224940118035856
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2006,5.385164807134504
Azerbaijan,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2006,4.135214671751604
Azerbaijan,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2006,2.9832867141007875
Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2006,3.361547291164422
Azerbaijan,F,Residence,Rural,... for at least one specific reason,01/01/2006,7.784600084405177
Azerbaijan,F,Residence,Urban,... for at least one specific reason,01/01/2006,6.324555320336759
Azerbaijan,F,Residence,Rural,... if she argues with him,01/01/2006,6.511528355607377
Azerbaijan,F,Residence,Urban,... if she argues with him,01/01/2006,4.774934474635285
Azerbaijan,F,Residence,Rural,... if she goes out without telling him,01/01/2006,7.368853319008362
Azerbaijan,F,Residence,Urban,... if she goes out without telling him,01/01/2006,5.779273442732997
Azerbaijan,F,Residence,Rural,... if she neglects the children,01/01/2006,6.877499490153419
Azerbaijan,F,Residence,Urban,... if she neglects the children,01/01/2006,4.979959762594528
Azerbaijan,F,Residence,Rural,... if she refuses to have sex with him,01/01/2006,4.636809247747852
Azerbaijan,F,Residence,Urban,... if she refuses to have sex with him,01/01/2006,2.9325757247630837
Azerbaijan,M,Age,15-24,... for at least one specific reason,01/01/2006,7.968688725254614
Azerbaijan,M,Age,25-34,... for at least one specific reason,01/01/2006,7.674633641150495
Azerbaijan,M,Age,35-49,... for at least one specific reason,01/01/2006,7.341662041110236
Azerbaijan,M,Age,15-24,... if she argues with him,01/01/2006,7.4699397077259295
Azerbaijan,M,Age,25-34,... if she argues with him,01/01/2006,7.286974576195603
Azerbaijan,M,Age,35-49,... if she argues with him,01/01/2006,6.899275213681586
Azerbaijan,M,Age,15-24,... if she goes out without telling him,01/01/2006,6.760177568891179
Azerbaijan,M,Age,25-34,... if she goes out without telling him,01/01/2006,6.503844957950685
Azerbaijan,M,Age,35-49,... if she goes out without telling him,01/01/2006,5.848076672115325
Azerbaijan,M,Age,15-24,... if she neglects the children,01/01/2006,6.276942052136446
Azerbaijan,M,Age,25-34,... if she neglects the children,01/01/2006,5.949790040487051
Azerbaijan,M,Age,35-49,... if she neglects the children,01/01/2006,5.504543508508271
Azerbaijan,M,Age,15-24,... if she refuses to have sex with him,01/01/2006,3.8987177134623554
Azerbaijan,M,Age,25-34,... if she refuses to have sex with him,01/01/2006,3.209361336891635
Azerbaijan,M,Age,35-49,... if she refuses to have sex with him,01/01/2006,3.11448226985885
Azerbaijan,M,Education,Higher,... for at least one specific reason,01/01/2006,7.245688373094719
Azerbaijan,M,Education,Secondary,... for at least one specific reason,01/01/2006,7.7395091269329805
Azerbaijan,M,Education,Higher,... if she argues with him,01/01/2006,6.892024376045111
Azerbaijan,M,Education,Secondary,... if she argues with him,01/01/2006,7.2663607973359365
Azerbaijan,M,Education,Higher,... if she goes out without telling him,01/01/2006,5.576737431641347
Azerbaijan,M,Education,Secondary,... if she goes out without telling him,01/01/2006,6.496152766287093
Azerbaijan,M,Education,Higher,... if she neglects the children,01/01/2006,4.123105625617661
Azerbaijan,M,Education,Secondary,... if she neglects the children,01/01/2006,6.2289645397177
Azerbaijan,M,Education,Higher,... if she refuses to have sex with him,01/01/2006,2.28035080837689
Azerbaijan,M,Education,Secondary,... if she refuses to have sex with him,01/01/2006,3.6331803986679683
Azerbaijan,M,Employment,Employed for cash,... for at least one specific reason,01/01/2006,7.7071396461903365
Azerbaijan,M,Employment,Employed for kind,... for at least one specific reason,01/01/2006,6.730527411507998
Azerbaijan,M,Employment,Unemployed,... for at least one specific reason,01/01/2006,7.648529270389178
Azerbaijan,M,Employment,Employed for cash,... if she argues with him,01/01/2006,7.307530466982598
Azerbaijan,M,Employment,Employed for kind,... if she argues with him,01/01/2006,6.519202405202649
Azerbaijan,M,Employment,Unemployed,... if she argues with him,01/01/2006,7.035623639735144
Azerbaijan,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2006,6.426507545865059
Azerbaijan,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2006,5.431390245600108
Azerbaijan,M,Employment,Unemployed,... if she goes out without telling him,01/01/2006,6.260990397927428
Azerbaijan,M,Employment,Employed for cash,... if she neglects the children,01/01/2006,5.932958853973239
Azerbaijan,M,Employment,Employed for kind,... if she neglects the children,01/01/2006,5.656854249492381
Azerbaijan,M,Employment,Unemployed,... if she neglects the children,01/01/2006,5.805170175192064
Azerbaijan,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2006,3.42052624741649
Azerbaijan,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2006,2.1447610367200745
Azerbaijan,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2006,3.577708790655671
Azerbaijan,M,Marital status,Married or living together,... for at least one specific reason,01/01/2006,7.402702157797553
Azerbaijan,M,Marital status,Never married,... for at least one specific reason,01/01/2006,7.993747652126561
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2006,7.905694150420948
Azerbaijan,M,Marital status,Married or living together,... if she argues with him,01/01/2006,6.978538583610429
Azerbaijan,M,Marital status,Never married,... if she argues with him,01/01/2006,7.496665976481776
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2006,7.694153674247705
Azerbaijan,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2006,6.066300292357818
Azerbaijan,M,Marital status,Never married,... if she goes out without telling him,01/01/2006,6.745368781616021
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2006,5.70964083582506
Azerbaijan,M,Marital status,Married or living together,... if she neglects the children,01/01/2006,5.630275371856998
Azerbaijan,M,Marital status,Never married,... if she neglects the children,01/01/2006,6.26897114661254
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2006,5.830951894845301
Azerbaijan,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2006,3.1780497764304645
Azerbaijan,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2006,3.754996721898666
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2006,3.301514746071911
Azerbaijan,M,Residence,Rural,... for at least one specific reason,01/01/2006,7.8866977096208934
Azerbaijan,M,Residence,Urban,... for at least one specific reason,01/01/2006,7.4431177288740304
Azerbaijan,M,Residence,Rural,... if she argues with him,01/01/2006,7.245688373094719
Azerbaijan,M,Residence,Urban,... if she argues with him,01/01/2006,7.148426293536298
Azerbaijan,M,Residence,Rural,... if she goes out without telling him,01/01/2006,6.625707624539352
Azerbaijan,M,Residence,Urban,... if she goes out without telling him,01/01/2006,6.090976807879102
Azerbaijan,M,Residence,Rural,... if she neglects the children,01/01/2006,6.737952324399372
Azerbaijan,M,Residence,Urban,... if she neglects the children,01/01/2006,5.138092994344329
Azerbaijan,M,Residence,Rural,... if she refuses to have sex with him,01/01/2006,4.147288362646062
Azerbaijan,M,Residence,Urban,... if she refuses to have sex with him,01/01/2006,2.7202941192759713
Bangladesh,F,Education,Higher,... if she burns the food,01/01/2014,0.8944271976639178
Bangladesh,F,Education,Secondary,... if she burns the food,01/01/2014,1.643167687025191
Bangladesh,F,Residence,Urban,... if she burns the food,01/01/2014,1.6733200388199156
Bangladesh,F,Age,15-24,... if she burns the food,01/01/2014,1.8973665709695025
Bangladesh,F,Age,25-34,... if she burns the food,01/01/2014,2.0248456495823497
Bangladesh,F,Employment,Unemployed,... if she burns the food,01/01/2014,2.0248456495823497
Bangladesh,F,Marital status,Married or living together,... if she burns the food,01/01/2014,2.0493901066573774
Bangladesh,F,Employment,Employed for cash,... if she burns the food,01/01/2014,2.1679482948781637
Bangladesh,F,Residence,Rural,... if she burns the food,01/01/2014,2.2135943836591725
Bangladesh,F,Age,35-49,... if she burns the food,01/01/2014,2.28035080837689
Bangladesh,F,Employment,Employed for kind,... if she burns the food,01/01/2014,2.3021729280692322
Bangladesh,F,Education,Primary,... if she burns the food,01/01/2014,2.3237900282442543
Bangladesh,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2014,2.5884357842653034
Bangladesh,F,Education,No education,... if she burns the food,01/01/2014,2.6076809986528
Bangladesh,F,Age,15-24,... for at least one specific reason,01/01/2014,5.282045022387662
Bangladesh,F,Age,25-34,... for at least one specific reason,01/01/2014,5.263079019256642
Bangladesh,F,Age,35-49,... for at least one specific reason,01/01/2014,5.403702505036658
Bangladesh,F,Age,15-24,... if she argues with him,01/01/2014,4.4497190065284515
Bangladesh,F,Age,25-34,... if she argues with him,01/01/2014,4.393176440465434
Bangladesh,F,Age,35-49,... if she argues with him,01/01/2014,4.549725350275493
Bangladesh,F,Age,15-24,... if she goes out without telling him,01/01/2014,3.7282703253023746
Bangladesh,F,Age,25-34,... if she goes out without telling him,01/01/2014,3.7013510788987767
Bangladesh,F,Age,35-49,... if she goes out without telling him,01/01/2014,3.9496835799174757
Bangladesh,F,Age,15-24,... if she neglects the children,01/01/2014,3.8209946848261547
Bangladesh,F,Age,25-34,... if she neglects the children,01/01/2014,3.8340578776624037
Bangladesh,F,Age,35-49,... if she neglects the children,01/01/2014,3.924283325465973
Bangladesh,F,Age,15-24,... if she refuses to have sex with him,01/01/2014,2.4289915799292987
Bangladesh,F,Age,25-34,... if she refuses to have sex with him,01/01/2014,2.7202941192759713
Bangladesh,F,Age,35-49,... if she refuses to have sex with him,01/01/2014,2.8460499611689403
Bangladesh,F,Education,Higher,... for at least one specific reason,01/01/2014,3.6606009914398308
Bangladesh,F,Education,No education,... for at least one specific reason,01/01/2014,5.744562646538029
Bangladesh,F,Education,Primary,... for at least one specific reason,01/01/2014,5.630275371856998
Bangladesh,F,Education,Secondary,... for at least one specific reason,01/01/2014,5.079369964578338
Bangladesh,F,Education,Higher,... if she argues with him,01/01/2014,2.7202941192759713
Bangladesh,F,Education,No education,... if she argues with him,01/01/2014,4.939635575478243
Bangladesh,F,Education,Primary,... if she argues with him,01/01/2014,4.722287500466331
Bangladesh,F,Education,Secondary,... if she argues with him,01/01/2014,4.230839115179195
Bangladesh,F,Education,Higher,... if she goes out without telling him,01/01/2014,2.489979881297264
Bangladesh,F,Education,No education,... if she goes out without telling him,01/01/2014,4.183300132670378
Bangladesh,F,Education,Primary,... if she goes out without telling him,01/01/2014,4.159326776902789
Bangladesh,F,Education,Secondary,... if she goes out without telling him,01/01/2014,3.4641016151377544
Bangladesh,F,Education,Higher,... if she neglects the children,01/01/2014,2.701851252518329
Bangladesh,F,Education,No education,... if she neglects the children,01/01/2014,4.1109609118222314
Bangladesh,F,Education,Primary,... if she neglects the children,01/01/2014,4.147288362646062
Bangladesh,F,Education,Secondary,... if she neglects the children,01/01/2014,3.6742346141747673
Bangladesh,F,Education,Higher,... if she refuses to have sex with him,01/01/2014,1.3038404993264
Bangladesh,F,Education,No education,... if she refuses to have sex with him,01/01/2014,3.1937438546735613
Bangladesh,F,Education,Primary,... if she refuses to have sex with him,01/01/2014,2.9832867141007875
Bangladesh,F,Education,Secondary,... if she refuses to have sex with him,01/01/2014,2.2583179370125386
Bangladesh,F,Employment,Employed for cash,... for at least one specific reason,01/01/2014,5.366563074916808
Bangladesh,F,Employment,Employed for kind,... for at least one specific reason,01/01/2014,5.403702505036658
Bangladesh,F,Employment,Unemployed,... for at least one specific reason,01/01/2014,5.291502622129181
Bangladesh,F,Employment,Employed for cash,... if she argues with him,01/01/2014,4.538722329187998
Bangladesh,F,Employment,Employed for kind,... if she argues with him,01/01/2014,4.626013361257215
Bangladesh,F,Employment,Unemployed,... if she argues with him,01/01/2014,4.415880433163924
Bangladesh,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2014,3.8600517637112426
Bangladesh,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2014,3.9115214675027494
Bangladesh,F,Employment,Unemployed,... if she goes out without telling him,01/01/2014,3.7682887109754657
Bangladesh,F,Employment,Employed for cash,... if she neglects the children,01/01/2014,3.9496835799174757
Bangladesh,F,Employment,Employed for kind,... if she neglects the children,01/01/2014,4.06201920231798
Bangladesh,F,Employment,Unemployed,... if she neglects the children,01/01/2014,3.8078865529319543
Bangladesh,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2014,2.8284271247461903
Bangladesh,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2014,2.8635641793515187
Bangladesh,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2014,2.5884357842653034
Bangladesh,F,Marital status,Married or living together,... for at least one specific reason,01/01/2014,5.300943348260734
Bangladesh,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2014,5.674504450869649
Bangladesh,F,Marital status,Married or living together,... if she argues with him,01/01/2014,4.4497190065284515
Bangladesh,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2014,4.669046930269661
Bangladesh,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2014,3.754996721898666
Bangladesh,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2014,4.505552045760935
Bangladesh,F,Marital status,Married or living together,... if she neglects the children,01/01/2014,3.8340578776624037
Bangladesh,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2014,4.335896589756327
Bangladesh,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2014,2.6457513110645907
Bangladesh,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2014,3.301514746071911
Bangladesh,F,Residence,Rural,... for at least one specific reason,01/01/2014,5.440588238551943
Bangladesh,F,Residence,Urban,... for at least one specific reason,01/01/2014,4.979959762594528
Bangladesh,F,Residence,Rural,... if she argues with him,01/01/2014,4.593473672665353
Bangladesh,F,Residence,Urban,... if she argues with him,01/01/2014,4.135214671751604
Bangladesh,F,Residence,Rural,... if she goes out without telling him,01/01/2014,3.9115214675027494
Bangladesh,F,Residence,Urban,... if she goes out without telling him,01/01/2014,3.49284981201098
Bangladesh,F,Residence,Rural,... if she neglects the children,01/01/2014,3.9496835799174757
Bangladesh,F,Residence,Urban,... if she neglects the children,01/01/2014,3.619392266868808
Bangladesh,F,Residence,Rural,... if she refuses to have sex with him,01/01/2014,2.7928480429008062
Bangladesh,F,Residence,Urban,... if she refuses to have sex with him,01/01/2014,2.4083189553576294
Benin,F,Education,Higher,... if she burns the food,01/01/2017,1.0
Benin,F,Education,Secondary,... if she burns the food,01/01/2017,3.082207001484488
Benin,F,Residence,Urban,... if she burns the food,01/01/2017,3.3466400776398313
Benin,F,Employment,Unemployed,... if she burns the food,01/01/2017,3.42052624741649
Benin,F,Marital status,Never married,... if she burns the food,01/01/2017,3.4351128352260663
Benin,F,Education,Primary,... if she burns the food,01/01/2017,3.605551275463989
Benin,F,Age,15-24,... if she burns the food,01/01/2017,3.6331803986679683
Benin,F,Age,25-34,... if she burns the food,01/01/2017,3.6606009914398308
Benin,F,Employment,Employed for kind,... if she burns the food,01/01/2017,3.794733141939005
Benin,F,Employment,Employed for cash,... if she burns the food,01/01/2017,3.8209946848261547
Benin,F,Marital status,Married or living together,... if she burns the food,01/01/2017,3.8209946848261547
Benin,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2017,3.885871894629277
Benin,F,Age,35-49,... if she burns the food,01/01/2017,3.9370039370059056
Benin,F,Residence,Rural,... if she burns the food,01/01/2017,3.9874803596419475
Benin,F,Education,No education,... if she burns the food,01/01/2017,4.06201920231798
Benin,M,Education,Higher,... if she burns the food,01/01/2017,1.0488088595363112
Benin,M,Residence,Urban,... if she burns the food,01/01/2017,1.9235384185619262
Benin,M,Education,Secondary,... if she burns the food,01/01/2017,2.073644181323031
Benin,M,Employment,Unemployed,... if she burns the food,01/01/2017,2.0976177190726224
Benin,M,Age,35-49,... if she burns the food,01/01/2017,2.3021729280692322
Benin,M,Marital status,Married or living together,... if she burns the food,01/01/2017,2.4289915799292987
Benin,M,Education,Primary,... if she burns the food,01/01/2017,2.5099801175975207
Benin,M,Age,25-34,... if she burns the food,01/01/2017,2.5495097567963922
Benin,M,Employment,Employed for cash,... if she burns the food,01/01/2017,2.5690464971721645
Benin,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2017,2.6457513110645907
Benin,M,Marital status,Never married,... if she burns the food,01/01/2017,2.8284271247461903
Benin,M,Age,15-24,... if she burns the food,01/01/2017,2.880972091280105
Benin,M,Residence,Rural,... if she burns the food,01/01/2017,3.033150146178909
Benin,M,Education,No education,... if she burns the food,01/01/2017,3.2710854176045507
Benin,M,Employment,Employed for kind,... if she burns the food,01/01/2017,3.3166247903554
Benin,F,Age,15-24,... for at least one specific reason,01/01/2017,5.458937555702625
Benin,F,Age,25-34,... for at least one specific reason,01/01/2017,5.718391448907591
Benin,F,Age,35-49,... for at least one specific reason,01/01/2017,5.805170175192064
Benin,F,Age,15-24,... if she argues with him,01/01/2017,4.370354720325311
Benin,F,Age,25-34,... if she argues with him,01/01/2017,4.658325961430721
Benin,F,Age,35-49,... if she argues with him,01/01/2017,4.722287500466331
Benin,F,Age,15-24,... if she goes out without telling him,01/01/2017,4.324349750302287
Benin,F,Age,25-34,... if she goes out without telling him,01/01/2017,4.711687676718339
Benin,F,Age,35-49,... if she goes out without telling him,01/01/2017,4.868264656213696
Benin,F,Age,15-24,... if she neglects the children,01/01/2017,4.527692569068709
Benin,F,Age,25-34,... if she neglects the children,01/01/2017,4.847679857416329
Benin,F,Age,35-49,... if she neglects the children,01/01/2017,4.949747468305833
Benin,F,Age,15-24,... if she refuses to have sex with him,01/01/2017,3.376388546736035
Benin,F,Age,25-34,... if she refuses to have sex with him,01/01/2017,3.5916569461086163
Benin,F,Age,35-49,... if she refuses to have sex with him,01/01/2017,3.8078865529319543
Benin,F,Education,Higher,... for at least one specific reason,01/01/2017,2.1679482948781637
Benin,F,Education,No education,... for at least one specific reason,01/01/2017,6.1073725313804585
Benin,F,Education,Primary,... for at least one specific reason,01/01/2017,5.422176649513577
Benin,F,Education,Secondary,... for at least one specific reason,01/01/2017,4.816637910715259
Benin,F,Education,Higher,... if she argues with him,01/01/2017,1.7320508075688772
Benin,F,Education,No education,... if she argues with him,01/01/2017,5.089204222521461
Benin,F,Education,Primary,... if she argues with him,01/01/2017,4.147288362646062
Benin,F,Education,Secondary,... if she argues with him,01/01/2017,3.6606009914398308
Benin,F,Education,Higher,... if she goes out without telling him,01/01/2017,1.5491933692626727
Benin,F,Education,No education,... if she goes out without telling him,01/01/2017,5.1478150704935
Benin,F,Education,Primary,... if she goes out without telling him,01/01/2017,4.2190045315288
Benin,F,Education,Secondary,... if she goes out without telling him,01/01/2017,3.6331803986679683
Benin,F,Education,Higher,... if she neglects the children,01/01/2017,1.6733200388199156
Benin,F,Education,No education,... if she neglects the children,01/01/2017,5.2153619973056
Benin,F,Education,Primary,... if she neglects the children,01/01/2017,4.427188767318345
Benin,F,Education,Secondary,... if she neglects the children,01/01/2017,4.0
Benin,F,Education,Higher,... if she refuses to have sex with him,01/01/2017,1.1832159465448993
Benin,F,Education,No education,... if she refuses to have sex with him,01/01/2017,4.06201920231798
Benin,F,Education,Primary,... if she refuses to have sex with him,01/01/2017,3.2557641778036883
Benin,F,Education,Secondary,... if she refuses to have sex with him,01/01/2017,2.5495097567963922
Benin,F,Employment,Employed for cash,... for at least one specific reason,01/01/2017,5.7532598128470696
Benin,F,Employment,Employed for kind,... for at least one specific reason,01/01/2017,5.5317267088559
Benin,F,Employment,Unemployed,... for at least one specific reason,01/01/2017,5.412947370616173
Benin,F,Employment,Employed for cash,... if she argues with him,01/01/2017,4.636809247747852
Benin,F,Employment,Employed for kind,... if she argues with him,01/01/2017,4.427188767318345
Benin,F,Employment,Unemployed,... if she argues with him,01/01/2017,4.460941561882454
Benin,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2017,4.753945769723265
Benin,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2017,4.135214671751604
Benin,F,Employment,Unemployed,... if she goes out without telling him,01/01/2017,4.549725350275493
Benin,F,Employment,Employed for cash,... if she neglects the children,01/01/2017,4.847679857416329
Benin,F,Employment,Employed for kind,... if she neglects the children,01/01/2017,4.669046930269661
Benin,F,Employment,Unemployed,... if she neglects the children,01/01/2017,4.56070161675378
Benin,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2017,3.5916569461086163
Benin,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2017,3.3316663070406265
Benin,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2017,3.6742346141747673
Benin,F,Marital status,Married or living together,... for at least one specific reason,01/01/2017,5.830951894845301
Benin,F,Marital status,Never married,... for at least one specific reason,01/01/2017,5.06951681750238
Benin,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2017,5.594640224094892
Benin,F,Marital status,Married or living together,... if she argues with him,01/01/2017,4.753945769723265
Benin,F,Marital status,Never married,... if she argues with him,01/01/2017,4.012480577083175
Benin,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2017,4.301162633521313
Benin,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2017,4.837354609549549
Benin,F,Marital status,Never married,... if she goes out without telling him,01/01/2017,3.9115214675027494
Benin,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2017,4.505552045760935
Benin,F,Marital status,Married or living together,... if she neglects the children,01/01/2017,4.969909532671541
Benin,F,Marital status,Never married,... if she neglects the children,01/01/2017,4.159326776902789
Benin,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2017,4.438468290180685
Benin,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2017,3.7682887109754657
Benin,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2017,2.8982752834281067
Benin,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2017,3.619392266868808
Benin,F,Residence,Rural,... for at least one specific reason,01/01/2017,6.0497932587916665
Benin,F,Residence,Urban,... for at least one specific reason,01/01/2017,5.0398412294962505
Benin,F,Residence,Rural,... if she argues with him,01/01/2017,4.929502940161467
Benin,F,Residence,Urban,... if she argues with him,01/01/2017,4.024922454276536
Benin,F,Residence,Rural,... if she goes out without telling him,01/01/2017,4.949747468305833
Benin,F,Residence,Urban,... if she goes out without telling him,01/01/2017,4.1109609118222314
Benin,F,Residence,Rural,... if she neglects the children,01/01/2017,5.0990195135927845
Benin,F,Residence,Urban,... if she neglects the children,01/01/2017,4.242640687119285
Benin,F,Residence,Rural,... if she refuses to have sex with him,01/01/2017,3.794733141939005
Benin,F,Residence,Urban,... if she refuses to have sex with him,01/01/2017,3.2557641778036883
Benin,M,Age,15-24,... for at least one specific reason,01/01/2017,4.159326776902789
Benin,M,Age,25-34,... for at least one specific reason,01/01/2017,3.9874803596419475
Benin,M,Age,35-49,... for at least one specific reason,01/01/2017,3.577708790655671
Benin,M,Age,15-24,... if she argues with him,01/01/2017,3.3316663070406265
Benin,M,Age,25-34,... if she argues with him,01/01/2017,3.1937438546735613
Benin,M,Age,35-49,... if she argues with him,01/01/2017,2.7202941192759713
Benin,M,Age,15-24,... if she goes out without telling him,01/01/2017,3.24037034920393
Benin,M,Age,25-34,... if she goes out without telling him,01/01/2017,2.880972091280105
Benin,M,Age,35-49,... if she goes out without telling him,01/01/2017,2.683281537458404
Benin,M,Age,15-24,... if she neglects the children,01/01/2017,3.3466400776398313
Benin,M,Age,25-34,... if she neglects the children,01/01/2017,3.11448226985885
Benin,M,Age,35-49,... if she neglects the children,01/01/2017,2.5690464971721645
Benin,M,Age,15-24,... if she refuses to have sex with him,01/01/2017,2.774887350734285
Benin,M,Age,25-34,... if she refuses to have sex with him,01/01/2017,2.8106938814761437
Benin,M,Age,35-49,... if she refuses to have sex with him,01/01/2017,2.2583179370125386
Benin,M,Education,Higher,... for at least one specific reason,01/01/2017,1.8973665709695025
Benin,M,Education,No education,... for at least one specific reason,01/01/2017,4.593473672665353
Benin,M,Education,Primary,... for at least one specific reason,01/01/2017,3.8470768371238524
Benin,M,Education,Secondary,... for at least one specific reason,01/01/2017,3.5355339059327378
Benin,M,Education,Higher,... if she argues with him,01/01/2017,1.3038404993264
Benin,M,Education,No education,... if she argues with him,01/01/2017,3.7416573867739413
Benin,M,Education,Primary,... if she argues with him,01/01/2017,3.0659418811403247
Benin,M,Education,Secondary,... if she argues with him,01/01/2017,2.6457513110645907
Benin,M,Education,Higher,... if she goes out without telling him,01/01/2017,1.095445136774871
Benin,M,Education,No education,... if she goes out without telling him,01/01/2017,3.4058773291869637
Benin,M,Education,Primary,... if she goes out without telling him,01/01/2017,3.049590167667594
Benin,M,Education,Secondary,... if she goes out without telling him,01/01/2017,2.6645825009994657
Benin,M,Education,Higher,... if she neglects the children,01/01/2017,0.8944271976639178
Benin,M,Education,No education,... if she neglects the children,01/01/2017,3.6742346141747673
Benin,M,Education,Primary,... if she neglects the children,01/01/2017,2.8982752834281067
Benin,M,Education,Secondary,... if she neglects the children,01/01/2017,2.683281537458404
Benin,M,Education,Higher,... if she refuses to have sex with him,01/01/2017,0.8366600194099578
Benin,M,Education,No education,... if she refuses to have sex with him,01/01/2017,3.3316663070406265
Benin,M,Education,Primary,... if she refuses to have sex with him,01/01/2017,2.449489742783178
Benin,M,Education,Secondary,... if she refuses to have sex with him,01/01/2017,2.1447610367200745
Benin,M,Employment,Employed for cash,... for at least one specific reason,01/01/2017,3.8987177134623554
Benin,M,Employment,Employed for kind,... for at least one specific reason,01/01/2017,4.837354609549549
Benin,M,Employment,Unemployed,... for at least one specific reason,01/01/2017,3.1780497764304645
Benin,M,Employment,Employed for cash,... if she argues with him,01/01/2017,3.130495198963714
Benin,M,Employment,Employed for kind,... if she argues with him,01/01/2017,3.5496479235932297
Benin,M,Employment,Unemployed,... if she argues with him,01/01/2017,2.489979881297264
Benin,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2017,2.9495762084179376
Benin,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2017,3.605551275463989
Benin,M,Employment,Unemployed,... if she goes out without telling him,01/01/2017,2.3874672373176424
Benin,M,Employment,Employed for cash,... if she neglects the children,01/01/2017,3.016620689027662
Benin,M,Employment,Employed for kind,... if she neglects the children,01/01/2017,3.7815341054570517
Benin,M,Employment,Unemployed,... if she neglects the children,01/01/2017,2.489979881297264
Benin,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2017,2.683281537458404
Benin,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2017,3.049590167667594
Benin,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2017,1.9493588567311777
Benin,M,Marital status,Married or living together,... for at least one specific reason,01/01/2017,3.8078865529319543
Benin,M,Marital status,Never married,... for at least one specific reason,01/01/2017,4.1109609118222314
Benin,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2017,3.872983346207417
Benin,M,Marital status,Married or living together,... if she argues with him,01/01/2017,2.9325757247630837
Benin,M,Marital status,Never married,... if she argues with him,01/01/2017,3.3166247903554
