FECHA HECHO,CANTIDAD,GENERO,ARMAS MEDIOS,Number of domestic violence
2016-07-18,5,FEMENINO,CONTUNDENTES,1
2016-07-18,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,4
2016-07-18,1,MASCULINO,SIN EMPLEO DE ARMAS,6
2016-07-18,1,FEMENINO,CONTUNDENTES,38
2016-07-18,3,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-07-18,3,FEMENINO,CONTUNDENTES,1
2016-07-18,1,MASCULINO,ESCOPOLAMINA,1
2016-07-18,1,FEMENINO,SIN EMPLEO DE ARMAS,21
2016-07-18,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-19,4,FEMENINO,SIN EMPLEO DE ARMAS,3
2016-07-19,4,FEMENINO,CONTUNDENTES,2
2016-07-19,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-19,1,FEMENINO,NO REPORTA,1
2016-07-19,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-19,5,FEMENINO,CONTUNDENTES,1
2016-07-19,1,FEMENINO,ESCOPOLAMINA,2
2016-07-19,8,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-19,1,MASCULINO,CONTUNDENTES,9
2016-07-19,7,FEMENINO,CONTUNDENTES,2
2016-07-19,2,FEMENINO,SIN EMPLEO DE ARMAS,7
2016-07-19,1,FEMENINO,CONTUNDENTES,32
2016-07-19,8,FEMENINO,CONTUNDENTES,1
2016-07-19,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,8
2016-07-19,1,MASCULINO,SIN EMPLEO DE ARMAS,10
2016-07-19,2,FEMENINO,CONTUNDENTES,7
2016-07-19,3,MASCULINO,CONTUNDENTES,1
2016-07-19,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,3
2016-07-19,1,MASCULINO,NO REPORTA,1
2016-07-19,1,MASCULINO,ESCOPOLAMINA,1
2016-07-19,1,FEMENINO,SIN EMPLEO DE ARMAS,22
2016-07-19,12,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-19,4,FEMENINO,ESCOPOLAMINA,1
2016-07-19,3,FEMENINO,CONTUNDENTES,3
2016-07-19,9,FEMENINO,CONTUNDENTES,1
2016-07-19,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-07-20,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-20,4,FEMENINO,CONTUNDENTES,1
2016-07-20,3,FEMENINO,ESCOPOLAMINA,1
2016-07-20,3,MASCULINO,CONTUNDENTES,1
2016-07-20,15,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-20,1,MASCULINO,CONTUNDENTES,15
2016-07-20,1,MASCULINO,SIN EMPLEO DE ARMAS,6
2016-07-20,2,FEMENINO,CONTUNDENTES,7
2016-07-20,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,7
2016-07-20,1,FEMENINO,SIN EMPLEO DE ARMAS,19
2016-07-20,12,FEMENINO,CONTUNDENTES,1
2016-07-20,1,FEMENINO,CONTUNDENTES,34
2016-07-20,2,MASCULINO,CONTUNDENTES,1
2016-07-20,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2016-07-20,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-20,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-20,1,FEMENINO,ESCOPOLAMINA,1
2016-07-20,13,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-20,10,FEMENINO,CONTUNDENTES,1
2016-07-20,3,FEMENINO,CONTUNDENTES,2
2016-07-20,2,FEMENINO,SIN EMPLEO DE ARMAS,6
2016-07-20,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-21,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,8
2016-07-21,3,FEMENINO,CONTUNDENTES,2
2016-07-21,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-21,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2016-07-21,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-21,2,FEMENINO,SIN EMPLEO DE ARMAS,4
2016-07-21,2,MASCULINO,CONTUNDENTES,1
2016-07-21,1,MASCULINO,CONTUNDENTES,9
2016-07-21,5,FEMENINO,CONTUNDENTES,3
2016-07-21,1,FEMENINO,CONTUNDENTES,37
2016-07-21,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,3
2016-07-21,1,MASCULINO,SIN EMPLEO DE ARMAS,6
2016-07-21,1,FEMENINO,NO REPORTA,3
2016-07-21,2,FEMENINO,CONTUNDENTES,5
2016-07-21,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-21,1,FEMENINO,SIN EMPLEO DE ARMAS,22
2016-07-21,4,FEMENINO,CONTUNDENTES,1
2016-07-21,1,FEMENINO,ARMA DE FUEGO,1
2016-07-21,1,FEMENINO,ESCOPOLAMINA,2
2016-07-21,6,FEMENINO,CONTUNDENTES,1
2016-07-21,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-21,3,MASCULINO,CONTUNDENTES,1
2016-07-22,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-22,2,FEMENINO,SIN EMPLEO DE ARMAS,7
2016-07-22,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-22,1,FEMENINO,SIN EMPLEO DE ARMAS,19
2016-07-22,3,FEMENINO,CONTUNDENTES,3
2016-07-22,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-07-22,7,FEMENINO,CONTUNDENTES,1
2016-07-22,1,FEMENINO,NO REPORTA,2
2016-07-22,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,5
2016-07-22,2,FEMENINO,ESCOPOLAMINA,1
2016-07-22,1,FEMENINO,CONTUNDENTES,34
2016-07-22,1,MASCULINO,CONTUNDENTES,9
2016-07-22,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2016-07-22,1,MASCULINO,SIN EMPLEO DE ARMAS,2
2016-07-22,4,FEMENINO,CONTUNDENTES,1
2016-07-22,1,MASCULINO,ESCOPOLAMINA,1
2016-07-22,1,FEMENINO,ESCOPOLAMINA,1
2016-07-22,5,FEMENINO,CONTUNDENTES,1
2016-07-22,2,FEMENINO,CONTUNDENTES,6
2016-07-22,3,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-07-22,2,MASCULINO,CONTUNDENTES,2
2016-07-22,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-23,15,FEMENINO,CONTUNDENTES,1
2016-07-23,1,FEMENINO,ESCOPOLAMINA,1
2016-07-23,1,MASCULINO,ARMA DE FUEGO,1
2016-07-23,2,FEMENINO,ESCOPOLAMINA,1
2016-07-23,9,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-23,5,FEMENINO,CONTUNDENTES,1
2016-07-23,3,FEMENINO,CONTUNDENTES,1
2016-07-23,1,FEMENINO,SIN EMPLEO DE ARMAS,22
2016-07-23,2,MASCULINO,CONTUNDENTES,3
2016-07-23,12,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-23,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2016-07-23,4,FEMENINO,CONTUNDENTES,2
2016-07-23,1,MASCULINO,SIN EMPLEO DE ARMAS,6
2016-07-23,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,3
2016-07-23,2,FEMENINO,SIN EMPLEO DE ARMAS,11
2016-07-23,1,FEMENINO,CONTUNDENTES,38
2016-07-23,1,MASCULINO,ESCOPOLAMINA,1
2016-07-23,1,MASCULINO,CONTUNDENTES,6
2016-07-23,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,6
2016-07-23,1,FEMENINO,NO REPORTA,2
2016-07-23,3,MASCULINO,CONTUNDENTES,1
2016-07-23,8,FEMENINO,CONTUNDENTES,1
2016-07-23,2,FEMENINO,CONTUNDENTES,2
2016-07-24,1,MASCULINO,ESCOPOLAMINA,3
2016-07-24,2,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-07-24,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-24,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-24,1,FEMENINO,SIN EMPLEO DE ARMAS,32
2016-07-24,6,FEMENINO,CONTUNDENTES,2
2016-07-24,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,5
2016-07-24,14,FEMENINO,CONTUNDENTES,1
2016-07-24,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-24,6,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-24,1,FEMENINO,NO REPORTA,2
2016-07-24,2,MASCULINO,CONTUNDENTES,1
2016-07-24,3,FEMENINO,SIN EMPLEO DE ARMAS,3
2016-07-24,2,FEMENINO,SIN EMPLEO DE ARMAS,4
2016-07-24,1,MASCULINO,ARMA DE FUEGO,1
2016-07-24,7,FEMENINO,CONTUNDENTES,1
2016-07-24,3,FEMENINO,CONTUNDENTES,4
2016-07-24,3,FEMENINO,ESCOPOLAMINA,3
2016-07-24,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,15
2016-07-24,4,FEMENINO,CONTUNDENTES,1
2016-07-24,2,FEMENINO,CONTUNDENTES,10
2016-07-24,8,FEMENINO,ESCOPOLAMINA,1
2016-07-24,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-24,1,MASCULINO,CONTUNDENTES,13
2016-07-24,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-24,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-24,1,MASCULINO,SIN EMPLEO DE ARMAS,9
2016-07-24,5,FEMENINO,CONTUNDENTES,2
2016-07-24,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-24,1,FEMENINO,CONTUNDENTES,56
2016-07-25,3,FEMENINO,CONTUNDENTES,5
2016-07-25,1,FEMENINO,NO REPORTA,1
2016-07-25,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-07-25,3,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-25,2,FEMENINO,CONTUNDENTES,11
2016-07-25,2,FEMENINO,SIN EMPLEO DE ARMAS,5
2016-07-25,3,FEMENINO,SIN EMPLEO DE ARMAS,3
2016-07-25,8,FEMENINO,CONTUNDENTES,1
2016-07-25,1,FEMENINO,CONTUNDENTES,33
2016-07-25,2,MASCULINO,CONTUNDENTES,2
2016-07-25,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,10
2016-07-25,1,MASCULINO,CONTUNDENTES,12
2016-07-25,1,MASCULINO,SIN EMPLEO DE ARMAS,9
2016-07-25,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,5
2016-07-25,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-25,1,FEMENINO,SIN EMPLEO DE ARMAS,20
2016-07-25,1,FEMENINO,ESCOPOLAMINA,1
2016-07-25,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-25,5,FEMENINO,CONTUNDENTES,2
2016-07-25,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-25,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2016-07-25,4,FEMENINO,CONTUNDENTES,1
2016-07-26,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2016-07-26,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-26,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-26,1,FEMENINO,ESCOPOLAMINA,2
2016-07-26,6,FEMENINO,CONTUNDENTES,1
2016-07-26,1,FEMENINO,CONTUNDENTES,24
2016-07-26,5,FEMENINO,CONTUNDENTES,1
2016-07-26,2,FEMENINO,CONTUNDENTES,13
2016-07-26,1,FEMENINO,SIN EMPLEO DE ARMAS,25
2016-07-26,1,FEMENINO,ARMA DE FUEGO,1
2016-07-26,1,MASCULINO,SIN EMPLEO DE ARMAS,9
2016-07-26,4,FEMENINO,CONTUNDENTES,2
2016-07-26,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-26,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,3
2016-07-26,2,FEMENINO,SIN EMPLEO DE ARMAS,4
2016-07-26,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-07-26,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-07-26,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-26,3,FEMENINO,CONTUNDENTES,2
2016-07-26,1,MASCULINO,CONTUNDENTES,12
2016-07-26,3,MASCULINO,CONTUNDENTES,1
2016-07-26,1,FEMENINO,NO REPORTA,2
2016-07-27,1,FEMENINO,NO REPORTA,1
2016-07-27,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-27,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,3
2016-07-27,1,MASCULINO,CONTUNDENTES,14
2016-07-27,1,FEMENINO,CONTUNDENTES,30
2016-07-27,2,FEMENINO,SIN EMPLEO DE ARMAS,5
2016-07-27,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2016-07-27,4,FEMENINO,CONTUNDENTES,1
2016-07-27,5,FEMENINO,CONTUNDENTES,1
2016-07-27,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-07-27,17,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-27,2,FEMENINO,CONTUNDENTES,7
2016-07-27,3,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-07-27,3,FEMENINO,CONTUNDENTES,6
2016-07-27,1,FEMENINO,SIN EMPLEO DE ARMAS,20
2016-07-27,1,MASCULINO,SIN EMPLEO DE ARMAS,3
2016-07-27,1,FEMENINO,ESCOPOLAMINA,1
2016-07-27,10,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-27,7,FEMENINO,CONTUNDENTES,1
2016-07-27,3,MASCULINO,CONTUNDENTES,1
2016-07-28,2,FEMENINO,SIN EMPLEO DE ARMAS,4
2016-07-28,2,FEMENINO,CONTUNDENTES,9
2016-07-28,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-28,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-28,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,4
2016-07-28,1,MASCULINO,SIN EMPLEO DE ARMAS,10
2016-07-28,1,FEMENINO,SIN EMPLEO DE ARMAS,19
2016-07-28,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-28,10,FEMENINO,CONTUNDENTES,1
2016-07-28,5,FEMENINO,CONTUNDENTES,1
2016-07-28,16,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-28,1,FEMENINO,NO REPORTA,1
2016-07-28,1,FEMENINO,ARMA DE FUEGO,1
2016-07-28,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-28,2,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-07-28,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-28,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-28,4,FEMENINO,CONTUNDENTES,2
2016-07-28,13,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-28,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-28,6,FEMENINO,CONTUNDENTES,1
2016-07-28,2,FEMENINO,ESCOPOLAMINA,2
2016-07-28,1,MASCULINO,CONTUNDENTES,17
2016-07-28,3,FEMENINO,CONTUNDENTES,1
2016-07-28,1,FEMENINO,CONTUNDENTES,35
2016-07-29,12,FEMENINO,CONTUNDENTES,1
2016-07-29,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,6
2016-07-29,2,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-07-29,2,MASCULINO,CONTUNDENTES,3
2016-07-29,3,MASCULINO,CONTUNDENTES,1
2016-07-29,1,MASCULINO,CONTUNDENTES,9
2016-07-29,2,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-29,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-07-29,1,FEMENINO,SIN EMPLEO DE ARMAS,16
2016-07-29,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-29,2,FEMENINO,CONTUNDENTES,3
2016-07-29,1,FEMENINO,CONTUNDENTES,32
2016-07-29,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-29,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-29,7,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-29,3,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-07-29,1,MASCULINO,SIN EMPLEO DE ARMAS,5
2016-07-30,1,FEMENINO,NO REPORTA,3
2016-07-30,1,MASCULINO,ESCOPOLAMINA,1
2016-07-30,5,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-30,4,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-30,1,MASCULINO,SIN EMPLEO DE ARMAS,12
2016-07-30,10,FEMENINO,CONTUNDENTES,1
2016-07-30,1,MASCULINO,CONTUNDENTES,13
2016-07-30,3,FEMENINO,CONTUNDENTES,3
2016-07-30,3,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-30,3,FEMENINO,SIN EMPLEO DE ARMAS,3
2016-07-30,10,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-30,2,FEMENINO,CONTUNDENTES,6
2016-07-30,4,FEMENINO,CONTUNDENTES,4
2016-07-30,1,FEMENINO,ESCOPOLAMINA,1
2016-07-30,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-30,1,MASCULINO,ARMA DE FUEGO,1
2016-07-30,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-07-30,1,FEMENINO,ARMA DE FUEGO,3
2016-07-30,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-30,5,FEMENINO,CONTUNDENTES,1
2016-07-30,2,FEMENINO,SIN EMPLEO DE ARMAS,10
2016-07-30,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,9
2016-07-30,1,FEMENINO,SIN EMPLEO DE ARMAS,16
2016-07-30,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-30,1,FEMENINO,CONTUNDENTES,51
2016-07-31,1,FEMENINO,NO REPORTA,1
2016-07-31,2,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-31,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-31,1,MASCULINO,SIN EMPLEO DE ARMAS,11
2016-07-31,1,FEMENINO,SIN EMPLEO DE ARMAS,34
2016-07-31,13,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-31,1,MASCULINO,CONTUNDENTES,20
2016-07-31,9,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-31,10,FEMENINO,CONTUNDENTES,1
2016-07-31,3,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-07-31,2,FEMENINO,SIN EMPLEO DE ARMAS,5
2016-07-31,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-07-31,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-07-31,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,8
2016-07-31,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-31,1,FEMENINO,CONTUNDENTES,48
2016-07-31,3,FEMENINO,CONTUNDENTES,7
2016-07-31,6,FEMENINO,CONTUNDENTES,1
2016-07-31,3,FEMENINO,ESCOPOLAMINA,1
2016-07-31,9,FEMENINO,CONTUNDENTES,1
2016-07-31,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,5
2016-07-31,1,FEMENINO,ARMA DE FUEGO,3
2016-07-31,3,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-07-31,7,FEMENINO,ESCOPOLAMINA,1
2016-07-31,5,FEMENINO,CONTUNDENTES,1
2016-07-31,4,FEMENINO,CONTUNDENTES,3
2016-07-31,2,MASCULINO,CONTUNDENTES,3
2016-07-31,2,FEMENINO,CONTUNDENTES,16
2016-07-31,16,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-07-31,1,FEMENINO,ESCOPOLAMINA,3
2016-08-01,15,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-01,4,FEMENINO,CONTUNDENTES,1
2016-08-01,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-01,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2016-08-01,3,FEMENINO,CONTUNDENTES,7
2016-08-01,1,MASCULINO,NO REPORTA,1
2016-08-01,2,FEMENINO,ESCOPOLAMINA,1
2016-08-01,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-08-01,13,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-01,2,FEMENINO,SIN EMPLEO DE ARMAS,7
2016-08-01,1,FEMENINO,ESCOPOLAMINA,2
2016-08-01,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,10
2016-08-01,1,FEMENINO,SIN EMPLEO DE ARMAS,42
2016-08-01,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-01,3,MASCULINO,CONTUNDENTES,1
2016-08-01,1,FEMENINO,NO REPORTA,1
2016-08-01,1,MASCULINO,CONTUNDENTES,18
2016-08-01,1,FEMENINO,CONTUNDENTES,50
2016-08-01,6,FEMENINO,CONTUNDENTES,4
2016-08-01,1,MASCULINO,SIN EMPLEO DE ARMAS,10
2016-08-01,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-01,3,FEMENINO,SIN EMPLEO DE ARMAS,6
2016-08-01,2,FEMENINO,CONTUNDENTES,5
2016-08-02,1,MASCULINO,CONTUNDENTES,11
2016-08-02,2,FEMENINO,CONTUNDENTES,6
2016-08-02,1,FEMENINO,NO REPORTA,1
2016-08-02,1,FEMENINO,ESCOPOLAMINA,2
2016-08-02,2,FEMENINO,SIN EMPLEO DE ARMAS,8
2016-08-02,3,MASCULINO,CONTUNDENTES,2
2016-08-02,1,FEMENINO,SIN EMPLEO DE ARMAS,22
2016-08-02,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2016-08-02,14,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-02,7,FEMENINO,CONTUNDENTES,1
2016-08-02,12,FEMENINO,CONTUNDENTES,1
2016-08-02,1,FEMENINO,CONTUNDENTES,35
2016-08-02,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-02,5,FEMENINO,CONTUNDENTES,1
2016-08-02,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-08-02,3,FEMENINO,CONTUNDENTES,2
2016-08-02,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-08-02,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,8
2016-08-02,1,MASCULINO,SIN EMPLEO DE ARMAS,6
2016-08-02,9,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-08-02,4,FEMENINO,CONTUNDENTES,1
2016-08-02,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-02,1,MASCULINO,NO REPORTA,1
2016-08-03,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,4
2016-08-03,2,FEMENINO,CONTUNDENTES,10
2016-08-03,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-03,1,MASCULINO,SIN EMPLEO DE ARMAS,7
2016-08-03,3,FEMENINO,CONTUNDENTES,1
2016-08-03,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-08-03,9,FEMENINO,CONTUNDENTES,1
2016-08-03,1,FEMENINO,CONTUNDENTES,43
2016-08-03,5,FEMENINO,CONTUNDENTES,1
2016-08-03,1,FEMENINO,ARMA DE FUEGO,2
2016-08-03,2,MASCULINO,CONTUNDENTES,1
2016-08-03,1,FEMENINO,SIN EMPLEO DE ARMAS,23
2016-08-03,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-08-03,1,MASCULINO,CONTUNDENTES,12
2016-08-03,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-03,3,MASCULINO,CONTUNDENTES,1
2016-08-03,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-03,1,FEMENINO,NO REPORTA,3
2016-08-03,11,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-03,6,FEMENINO,CONTUNDENTES,1
2016-08-03,2,FEMENINO,SIN EMPLEO DE ARMAS,5
2016-08-03,1,MASCULINO,NO REPORTA,1
2016-08-03,4,FEMENINO,CONTUNDENTES,1
2016-08-03,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-08-03,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-03,1,MASCULINO,ESCOPOLAMINA,1
2016-08-04,4,FEMENINO,CONTUNDENTES,3
2016-08-04,2,FEMENINO,SIN EMPLEO DE ARMAS,5
2016-08-04,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-04,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-08-04,9,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-04,1,FEMENINO,ESCOPOLAMINA,1
2016-08-04,2,FEMENINO,ESCOPOLAMINA,1
2016-08-04,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2016-08-04,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-04,6,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-04,1,MASCULINO,CONTUNDENTES,19
2016-08-04,5,FEMENINO,CONTUNDENTES,2
2016-08-04,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-04,1,FEMENINO,CONTUNDENTES,30
2016-08-04,1,FEMENINO,SIN EMPLEO DE ARMAS,17
2016-08-04,2,FEMENINO,CONTUNDENTES,7
2016-08-04,3,FEMENINO,CONTUNDENTES,1
2016-08-04,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-08-04,7,FEMENINO,CONTUNDENTES,1
2016-08-04,1,FEMENINO,NO REPORTA,1
2016-08-04,1,MASCULINO,SIN EMPLEO DE ARMAS,5
2016-08-05,1,FEMENINO,CONTUNDENTES,38
2016-08-05,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-05,1,MASCULINO,CONTUNDENTES,9
2016-08-05,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2016-08-05,11,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-05,2,FEMENINO,SIN EMPLEO DE ARMAS,2
2016-08-05,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-05,3,FEMENINO,CONTUNDENTES,3
2016-08-05,1,FEMENINO,ARMA DE FUEGO,1
2016-08-05,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2016-08-05,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-05,1,FEMENINO,ESCOPOLAMINA,4
2016-08-05,1,FEMENINO,SIN EMPLEO DE ARMAS,27
2016-08-05,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-05,2,MASCULINO,CONTUNDENTES,3
2016-08-05,1,MASCULINO,ARMA DE FUEGO,1
2016-08-05,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2016-08-05,1,MASCULINO,ESCOPOLAMINA,1
2016-08-05,2,FEMENINO,ESCOPOLAMINA,1
2016-08-05,9,FEMENINO,CONTUNDENTES,1
2016-08-05,3,MASCULINO,CONTUNDENTES,1
2016-08-05,2,FEMENINO,CONTUNDENTES,12
2016-08-05,1,MASCULINO,SIN EMPLEO DE ARMAS,4
2016-08-06,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2016-08-06,5,FEMENINO,CONTUNDENTES,2
