fecha_hecho,cantidad,genero,armas_medios,Number of domestic violence
2021-06-15,3,MASCULINO,CONTUNDENTES,1
2021-06-15,1,MASCULINO,CONTUNDENTES,21
2021-06-15,4,FEMENINO,SIN EMPLEO DE ARMAS,4
2021-06-15,3,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-15,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-15,2,MASCULINO,CONTUNDENTES,3
2021-06-15,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-15,18,FEMENINO,CONTUNDENTES,1
2021-06-15,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-15,1,FEMENINO,SIN EMPLEO DE ARMAS,48
2021-06-15,2,FEMENINO,SIN EMPLEO DE ARMAS,12
2021-06-15,6,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-15,2,FEMENINO,CONTUNDENTES,8
2021-06-15,1,FEMENINO,CONTUNDENTES,25
2021-06-15,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,3
2021-06-15,1,MASCULINO,SIN EMPLEO DE ARMAS,20
2021-06-15,7,FEMENINO,CONTUNDENTES,1
2021-06-15,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-06-15,5,FEMENINO,CONTUNDENTES,1
2021-06-15,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-15,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-16,2,FEMENINO,SIN EMPLEO DE ARMAS,9
2021-06-16,1,MASCULINO,CONTUNDENTES,8
2021-06-16,1,FEMENINO,ARMA DE FUEGO,1
2021-06-16,3,FEMENINO,CONTUNDENTES,5
2021-06-16,2,MASCULINO,CONTUNDENTES,1
2021-06-16,5,FEMENINO,SIN EMPLEO DE ARMAS,3
2021-06-16,1,FEMENINO,CONTUNDENTES,24
2021-06-16,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2021-06-16,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-16,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-16,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-16,2,FEMENINO,CONTUNDENTES,5
2021-06-16,8,MASCULINO,CONTUNDENTES,1
2021-06-16,1,MASCULINO,SIN EMPLEO DE ARMAS,21
2021-06-16,13,FEMENINO,CONTUNDENTES,1
2021-06-16,3,FEMENINO,SIN EMPLEO DE ARMAS,6
2021-06-16,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-16,7,FEMENINO,CONTUNDENTES,1
2021-06-16,1,FEMENINO,SIN EMPLEO DE ARMAS,46
2021-06-16,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-16,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-06-17,3,FEMENINO,SIN EMPLEO DE ARMAS,4
2021-06-17,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-17,4,FEMENINO,SIN EMPLEO DE ARMAS,4
2021-06-17,1,MASCULINO,SIN EMPLEO DE ARMAS,16
2021-06-17,2,MASCULINO,CONTUNDENTES,1
2021-06-17,3,MASCULINO,CONTUNDENTES,1
2021-06-17,1,MASCULINO,CONTUNDENTES,5
2021-06-17,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-06-17,1,FEMENINO,SIN EMPLEO DE ARMAS,46
2021-06-17,3,FEMENINO,CONTUNDENTES,1
2021-06-17,5,FEMENINO,CONTUNDENTES,2
2021-06-17,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-17,9,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-17,1,FEMENINO,CONTUNDENTES,24
2021-06-17,4,FEMENINO,CONTUNDENTES,1
2021-06-17,2,FEMENINO,SIN EMPLEO DE ARMAS,11
2021-06-17,2,FEMENINO,CONTUNDENTES,3
2021-06-17,2,MASCULINO,SIN EMPLEO DE ARMAS,5
2021-06-18,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-06-18,2,MASCULINO,SIN EMPLEO DE ARMAS,5
2021-06-18,4,MASCULINO,CONTUNDENTES,1
2021-06-18,15,FEMENINO,CONTUNDENTES,1
2021-06-18,1,MASCULINO,SIN EMPLEO DE ARMAS,22
2021-06-18,6,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-18,3,FEMENINO,SIN EMPLEO DE ARMAS,7
2021-06-18,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-18,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-18,5,FEMENINO,CONTUNDENTES,1
2021-06-18,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-18,1,MASCULINO,ARMA DE FUEGO,1
2021-06-18,1,FEMENINO,SIN EMPLEO DE ARMAS,39
2021-06-18,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-18,1,MASCULINO,CONTUNDENTES,4
2021-06-18,3,FEMENINO,CONTUNDENTES,4
2021-06-18,2,FEMENINO,SIN EMPLEO DE ARMAS,12
2021-06-18,1,FEMENINO,CONTUNDENTES,31
2021-06-18,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-18,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-06-19,2,FEMENINO,CONTUNDENTES,4
2021-06-19,9,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-19,3,FEMENINO,CONTUNDENTES,3
2021-06-19,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-19,12,FEMENINO,CONTUNDENTES,1
2021-06-19,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,3
2021-06-19,9,FEMENINO,CONTUNDENTES,1
2021-06-19,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-19,2,MASCULINO,SIN EMPLEO DE ARMAS,5
2021-06-19,15,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-19,2,MASCULINO,CONTUNDENTES,2
2021-06-19,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,4
2021-06-19,1,FEMENINO,SIN EMPLEO DE ARMAS,42
2021-06-19,1,MASCULINO,SIN EMPLEO DE ARMAS,15
2021-06-19,3,FEMENINO,SIN EMPLEO DE ARMAS,8
2021-06-19,1,MASCULINO,CONTUNDENTES,7
2021-06-19,2,FEMENINO,SIN EMPLEO DE ARMAS,5
2021-06-19,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-19,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-19,1,FEMENINO,CONTUNDENTES,34
2021-06-20,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-20,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-20,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-20,6,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-20,12,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-20,2,FEMENINO,SIN EMPLEO DE ARMAS,13
2021-06-20,6,FEMENINO,CONTUNDENTES,2
2021-06-20,1,FEMENINO,SIN EMPLEO DE ARMAS,62
2021-06-20,5,FEMENINO,CONTUNDENTES,1
2021-06-20,6,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-20,17,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-20,17,FEMENINO,CONTUNDENTES,1
2021-06-20,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-20,1,FEMENINO,ARMA DE FUEGO,1
2021-06-20,4,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-20,4,MASCULINO,CONTUNDENTES,1
2021-06-20,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,3
2021-06-20,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,6
2021-06-20,2,MASCULINO,SIN EMPLEO DE ARMAS,7
2021-06-20,3,FEMENINO,SIN EMPLEO DE ARMAS,6
2021-06-20,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-20,2,MASCULINO,CONTUNDENTES,3
2021-06-20,3,FEMENINO,CONTUNDENTES,6
2021-06-20,2,FEMENINO,CONTUNDENTES,10
2021-06-20,7,FEMENINO,CONTUNDENTES,1
2021-06-20,1,MASCULINO,SIN EMPLEO DE ARMAS,31
2021-06-20,10,FEMENINO,CONTUNDENTES,1
2021-06-20,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-20,3,MASCULINO,CONTUNDENTES,1
2021-06-20,4,FEMENINO,CONTUNDENTES,1
2021-06-20,1,FEMENINO,CONTUNDENTES,32
2021-06-20,1,MASCULINO,CONTUNDENTES,12
2021-06-20,13,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-21,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-21,2,FEMENINO,SIN EMPLEO DE ARMAS,11
2021-06-21,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-21,9,FEMENINO,CONTUNDENTES,1
2021-06-21,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-21,1,FEMENINO,ARMA DE FUEGO,1
2021-06-21,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-21,1,FEMENINO,SIN EMPLEO DE ARMAS,50
2021-06-21,3,FEMENINO,CONTUNDENTES,2
2021-06-21,14,FEMENINO,CONTUNDENTES,1
2021-06-21,1,FEMENINO,CONTUNDENTES,29
2021-06-21,15,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-21,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-21,1,MASCULINO,SIN EMPLEO DE ARMAS,22
2021-06-21,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-21,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-21,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-06-21,3,FEMENINO,SIN EMPLEO DE ARMAS,3
2021-06-21,2,FEMENINO,CONTUNDENTES,13
2021-06-21,1,MASCULINO,CONTUNDENTES,12
2021-06-21,3,MASCULINO,CONTUNDENTES,3
2021-06-21,6,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-21,6,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-21,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,3
2021-06-22,1,FEMENINO,SIN EMPLEO DE ARMAS,33
2021-06-22,2,FEMENINO,SIN EMPLEO DE ARMAS,9
2021-06-22,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-22,3,FEMENINO,CONTUNDENTES,2
2021-06-22,1,MASCULINO,CONTUNDENTES,12
2021-06-22,3,FEMENINO,SIN EMPLEO DE ARMAS,4
2021-06-22,2,MASCULINO,CONTUNDENTES,1
2021-06-22,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-22,1,FEMENINO,CONTUNDENTES,25
2021-06-22,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-22,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-22,9,FEMENINO,CONTUNDENTES,1
2021-06-22,2,FEMENINO,CONTUNDENTES,5
2021-06-22,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-22,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-22,15,FEMENINO,CONTUNDENTES,1
2021-06-22,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-22,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-22,1,FEMENINO,ARMA DE FUEGO,2
2021-06-22,1,MASCULINO,SIN EMPLEO DE ARMAS,12
2021-06-22,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,4
2021-06-23,1,MASCULINO,CONTUNDENTES,10
2021-06-23,1,FEMENINO,SIN EMPLEO DE ARMAS,55
2021-06-23,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-23,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,4
2021-06-23,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-23,9,FEMENINO,CONTUNDENTES,1
2021-06-23,6,MASCULINO,CONTUNDENTES,1
2021-06-23,2,FEMENINO,SIN EMPLEO DE ARMAS,8
2021-06-23,3,MASCULINO,CONTUNDENTES,2
2021-06-23,1,FEMENINO,CONTUNDENTES,23
2021-06-23,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-23,3,FEMENINO,CONTUNDENTES,1
2021-06-23,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-23,1,MASCULINO,SIN EMPLEO DE ARMAS,15
2021-06-23,2,MASCULINO,CONTUNDENTES,1
2021-06-23,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-23,15,FEMENINO,CONTUNDENTES,1
2021-06-23,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-23,6,FEMENINO,CONTUNDENTES,1
2021-06-23,2,FEMENINO,CONTUNDENTES,5
2021-06-24,7,FEMENINO,CONTUNDENTES,1
2021-06-24,1,MASCULINO,CONTUNDENTES,8
2021-06-24,2,FEMENINO,CONTUNDENTES,4
2021-06-24,11,FEMENINO,CONTUNDENTES,1
2021-06-24,4,FEMENINO,SIN EMPLEO DE ARMAS,3
2021-06-24,4,MASCULINO,CONTUNDENTES,1
2021-06-24,1,FEMENINO,SIN EMPLEO DE ARMAS,51
2021-06-24,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,3
2021-06-24,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-24,2,FEMENINO,SIN EMPLEO DE ARMAS,10
2021-06-24,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,3
2021-06-24,1,MASCULINO,SIN EMPLEO DE ARMAS,19
2021-06-24,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-24,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-24,3,FEMENINO,SIN EMPLEO DE ARMAS,4
2021-06-24,2,MASCULINO,CONTUNDENTES,4
2021-06-24,3,FEMENINO,CONTUNDENTES,1
2021-06-24,1,FEMENINO,CONTUNDENTES,19
2021-06-24,4,FEMENINO,CONTUNDENTES,2
2021-06-24,5,MASCULINO,CONTUNDENTES,1
2021-06-25,6,FEMENINO,CONTUNDENTES,1
2021-06-25,4,MASCULINO,CONTUNDENTES,1
2021-06-25,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-25,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-25,1,MASCULINO,SIN EMPLEO DE ARMAS,16
2021-06-25,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-25,5,FEMENINO,CONTUNDENTES,2
2021-06-25,2,FEMENINO,CONTUNDENTES,5
2021-06-25,2,MASCULINO,CONTUNDENTES,4
2021-06-25,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,3
2021-06-25,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-25,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-25,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-25,12,FEMENINO,CONTUNDENTES,1
2021-06-25,1,FEMENINO,CONTUNDENTES,26
2021-06-25,1,FEMENINO,SIN EMPLEO DE ARMAS,45
2021-06-25,1,MASCULINO,CONTUNDENTES,9
2021-06-25,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-25,2,FEMENINO,SIN EMPLEO DE ARMAS,6
2021-06-25,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-25,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-26,16,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-26,4,FEMENINO,CONTUNDENTES,2
2021-06-26,2,MASCULINO,CONTUNDENTES,1
2021-06-26,2,MASCULINO,SIN EMPLEO DE ARMAS,4
2021-06-26,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-26,2,FEMENINO,CONTUNDENTES,4
2021-06-26,1,FEMENINO,SIN EMPLEO DE ARMAS,52
2021-06-26,4,FEMENINO,SIN EMPLEO DE ARMAS,4
2021-06-26,1,MASCULINO,CONTUNDENTES,10
2021-06-26,3,FEMENINO,CONTUNDENTES,3
2021-06-26,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-26,2,FEMENINO,SIN EMPLEO DE ARMAS,10
2021-06-26,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-26,1,MASCULINO,SIN EMPLEO DE ARMAS,16
2021-06-26,1,FEMENINO,CONTUNDENTES,27
2021-06-26,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-26,7,FEMENINO,CONTUNDENTES,1
2021-06-26,3,FEMENINO,SIN EMPLEO DE ARMAS,6
2021-06-27,1,MASCULINO,CONTUNDENTES,19
2021-06-27,1,FEMENINO,CONTUNDENTES,33
2021-06-27,4,FEMENINO,CONTUNDENTES,2
2021-06-27,18,FEMENINO,CONTUNDENTES,1
2021-06-27,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-27,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-06-27,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-27,5,FEMENINO,CONTUNDENTES,2
2021-06-27,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2021-06-27,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-27,2,FEMENINO,SIN EMPLEO DE ARMAS,15
2021-06-27,8,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-27,8,FEMENINO,CONTUNDENTES,1
2021-06-27,1,FEMENINO,SIN EMPLEO DE ARMAS,58
2021-06-27,3,FEMENINO,CONTUNDENTES,4
2021-06-27,17,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-27,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-27,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-06-27,3,FEMENINO,SIN EMPLEO DE ARMAS,6
2021-06-27,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-27,1,MASCULINO,SIN EMPLEO DE ARMAS,21
2021-06-27,7,FEMENINO,CONTUNDENTES,1
2021-06-27,3,MASCULINO,CONTUNDENTES,1
2021-06-27,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-27,2,FEMENINO,CONTUNDENTES,4
2021-06-28,8,FEMENINO,CONTUNDENTES,1
2021-06-28,1,FEMENINO,ARMA DE FUEGO,1
2021-06-28,11,FEMENINO,CONTUNDENTES,1
2021-06-28,1,FEMENINO,SIN EMPLEO DE ARMAS,50
2021-06-28,3,MASCULINO,CONTUNDENTES,2
2021-06-28,1,MASCULINO,CONTUNDENTES,12
2021-06-28,2,MASCULINO,CONTUNDENTES,1
2021-06-28,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-28,9,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-28,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-28,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-28,3,FEMENINO,CONTUNDENTES,4
2021-06-28,1,MASCULINO,SIN EMPLEO DE ARMAS,16
2021-06-28,4,MASCULINO,CONTUNDENTES,1
2021-06-28,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,6
2021-06-28,1,FEMENINO,CONTUNDENTES,28
2021-06-28,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-28,3,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-28,10,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-28,2,FEMENINO,SIN EMPLEO DE ARMAS,8
2021-06-28,4,FEMENINO,CONTUNDENTES,1
2021-06-28,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-28,2,MASCULINO,SIN EMPLEO DE ARMAS,3
2021-06-28,2,FEMENINO,CONTUNDENTES,3
2021-06-29,1,FEMENINO,CONTUNDENTES,29
2021-06-29,5,FEMENINO,CONTUNDENTES,1
2021-06-29,1,MASCULINO,CONTUNDENTES,8
2021-06-29,2,FEMENINO,CONTUNDENTES,7
2021-06-29,15,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-29,2,FEMENINO,SIN EMPLEO DE ARMAS,7
2021-06-29,4,MASCULINO,CONTUNDENTES,1
2021-06-29,2,MASCULINO,CONTUNDENTES,1
2021-06-29,2,MASCULINO,SIN EMPLEO DE ARMAS,5
2021-06-29,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-06-29,1,MASCULINO,SIN EMPLEO DE ARMAS,18
2021-06-29,8,FEMENINO,CONTUNDENTES,1
2021-06-29,3,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-29,1,FEMENINO,SIN EMPLEO DE ARMAS,46
2021-06-29,8,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-29,2,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-29,5,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-29,19,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-06-29,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,3
2021-06-30,2,FEMENINO,CONTUNDENTES,11
2021-06-30,1,FEMENINO,SIN EMPLEO DE ARMAS,48
2021-06-30,1,FEMENINO,ARMA DE FUEGO,1
2021-06-30,2,MASCULINO,CONTUNDENTES,1
2021-06-30,4,MASCULINO,CONTUNDENTES,1
2021-06-30,3,FEMENINO,CONTUNDENTES,1
2021-06-30,7,FEMENINO,CONTUNDENTES,2
2021-06-30,10,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-06-30,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-30,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-06-30,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-06-30,1,MASCULINO,CONTUNDENTES,12
2021-06-30,1,FEMENINO,CONTUNDENTES,26
2021-06-30,3,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-06-30,2,FEMENINO,SIN EMPLEO DE ARMAS,13
2021-06-30,3,MASCULINO,SIN EMPLEO DE ARMAS,3
2021-06-30,1,MASCULINO,SIN EMPLEO DE ARMAS,18
2021-07-01,1,FEMENINO,CONTUNDENTES,29
2021-07-01,3,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-07-01,1,FEMENINO,SIN EMPLEO DE ARMAS,38
2021-07-01,3,FEMENINO,SIN EMPLEO DE ARMAS,5
2021-07-01,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-07-01,2,FEMENINO,SIN EMPLEO DE ARMAS,7
2021-07-01,4,FEMENINO,SIN EMPLEO DE ARMAS,3
2021-07-01,2,MASCULINO,CONTUNDENTES,3
2021-07-01,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-07-01,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-07-01,7,FEMENINO,CONTUNDENTES,1
2021-07-01,3,FEMENINO,CONTUNDENTES,3
2021-07-01,1,FEMENINO,ARMA DE FUEGO,2
2021-07-01,4,FEMENINO,CONTUNDENTES,2
2021-07-01,2,FEMENINO,CONTUNDENTES,8
2021-07-01,1,MASCULINO,SIN EMPLEO DE ARMAS,12
2021-07-01,7,MASCULINO,CONTUNDENTES,1
2021-07-01,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-07-01,1,MASCULINO,CONTUNDENTES,14
2021-07-01,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-07-01,11,FEMENINO,CONTUNDENTES,1
2021-07-02,1,MASCULINO,CONTUNDENTES,7
2021-07-02,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-07-02,4,MASCULINO,CONTUNDENTES,1
2021-07-02,1,FEMENINO,CONTUNDENTES,26
2021-07-02,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,5
2021-07-02,2,FEMENINO,SIN EMPLEO DE ARMAS,7
2021-07-02,1,MASCULINO,SIN EMPLEO DE ARMAS,17
2021-07-02,3,MASCULINO,CONTUNDENTES,1
2021-07-02,17,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-07-02,4,FEMENINO,CONTUNDENTES,2
2021-07-02,12,FEMENINO,CONTUNDENTES,1
2021-07-02,5,FEMENINO,CONTUNDENTES,1
2021-07-02,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-07-02,1,FEMENINO,SIN EMPLEO DE ARMAS,41
2021-07-02,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-07-02,9,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-07-02,3,FEMENINO,SIN EMPLEO DE ARMAS,3
2021-07-02,2,FEMENINO,CONTUNDENTES,9
2021-07-02,11,FEMENINO,CONTUNDENTES,1
2021-07-02,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-07-03,3,FEMENINO,CONTUNDENTES,1
2021-07-03,1,FEMENINO,CONTUNDENTES,28
2021-07-03,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-07-03,5,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-07-03,1,MASCULINO,SIN EMPLEO DE ARMAS,13
2021-07-03,15,FEMENINO,CONTUNDENTES,1
2021-07-03,1,MASCULINO,CONTUNDENTES,9
2021-07-03,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-07-03,2,FEMENINO,SIN EMPLEO DE ARMAS,5
2021-07-03,9,FEMENINO,CONTUNDENTES,1
2021-07-03,2,FEMENINO,CONTUNDENTES,7
2021-07-03,3,MASCULINO,CONTUNDENTES,1
2021-07-03,2,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-07-03,4,MASCULINO,SIN EMPLEO DE ARMAS,1
2021-07-03,10,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-07-03,3,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-07-03,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-07-03,4,FEMENINO,CONTUNDENTES,1
2021-07-03,1,FEMENINO,SIN EMPLEO DE ARMAS,50
2021-07-03,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,1
2021-07-03,3,FEMENINO,SIN EMPLEO DE ARMAS,6
2021-07-03,2,MASCULINO,CONTUNDENTES,1
2021-07-03,4,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-07-04,3,FEMENINO,CONTUNDENTES,4
2021-07-04,6,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-07-04,1,MASCULINO,SIN EMPLEO DE ARMAS,19
2021-07-04,1,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,4
2021-07-04,6,FEMENINO,CONTUNDENTES,1
2021-07-04,5,MASCULINO,CONTUNDENTES,1
2021-07-04,3,FEMENINO,SIN EMPLEO DE ARMAS,4
2021-07-04,5,FEMENINO,SIN EMPLEO DE ARMAS,2
2021-07-04,1,FEMENINO,CONTUNDENTES,37
2021-07-04,2,MASCULINO,CONTUNDENTES,1
2021-07-04,1,FEMENINO,SIN EMPLEO DE ARMAS,59
2021-07-04,7,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-07-04,1,FEMENINO,ARMA DE FUEGO,1
2021-07-04,11,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-07-04,4,FEMENINO,CONTUNDENTES,1
2021-07-04,2,MASCULINO,SIN EMPLEO DE ARMAS,2
2021-07-04,2,FEMENINO,CONTUNDENTES,6
2021-07-04,2,FEMENINO,SIN EMPLEO DE ARMAS,11
2021-07-04,4,FEMENINO,SIN EMPLEO DE ARMAS,1
2021-07-04,1,MASCULINO,CONTUNDENTES,10
2021-07-04,1,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,2
2021-07-04,2,FEMENINO,ARMA DE FUEGO,1
